binomial_nomenclature,common_name,UTC,date,year,month,day,dayofyear,latitude,longitude,cloud_cover,temp_f,humidity,wind_direction_degrees,wind_speed_kmph,pressure_mb,dewpoint_f,head_index_f,percipitation_mm,visualbility_km,moon_phase,angler,angler_id,harvest_id
Pomoxis nigromaculatus,Black Crappie,2017-08-12 15:41:00 UTC,20170812,2017,08,12,224,45.95333333,-89.59666667,4,77,56,336,8,1018,45,62,0,10,0.756677869,leightonreid,265174,7537866
Pomoxis nigromaculatus,Black Crappie,2017-08-12 15:33:00 UTC,20170812,2017,08,12,224,45.95333333,-89.59666667,4,77,56,336,8,1018,45,62,0,10,0.757200524,leightonreid,265174,7537956
Pomoxis nigromaculatus,Black Crappie,2017-08-12 15:27:00 UTC,20170812,2017,08,12,224,45.95333333,-89.59694444,4,77,56,336,8,1018,45,62,0,10,0.757592232,leightonreid,265174,7538007
Pomoxis nigromaculatus,Black Crappie,2017-08-12 15:23:00 UTC,20170812,2017,08,12,224,45.95333333,-89.59694444,4,77,56,336,8,1018,45,62,0,10,0.757853235,leightonreid,265174,7538013
Pomoxis nigromaculatus,Black Crappie,2017-05-19 16:44:25 UTC,20170519,2017,05,19,139,28.62490833,-80.93254667,36,87,79,109,15,1018,71,83,0.5,10,0.432811407,mrbryanames,607566,7740888
Pomoxis nigromaculatus,Black Crappie,2017-09-01 23:47:55 UTC,20170901,2017,09,01,244,41.24877238,-86.498146,77,62,76,73,20,1020,49,55,0,10,0.822224387,mjaberg,599504,7743837
Pomoxis nigromaculatus,Black Crappie,2017-08-13 18:42:29 UTC,20170813,2017,08,13,225,41.50350189,-81.71264648,30,77,70,127,10,1017,60,73,0,10,0.642833559,timothy3,169865,7751578
Pomoxis nigromaculatus,Black Crappie,2017-09-03 11:02:45 UTC,20170903,2017,09,03,246,36.86818393,-86.10079498,30,82,83,232,8,1018,59,66,0.2,10,0.917707682,scrabtree,599865,7762852
Pomoxis nigromaculatus,Black Crappie,2017-09-04 00:55:34 UTC,20170903,2017,09,04,247,42.45018486,-89.0609033,68,80,87,269,12,1015,58,64,0.2,9,0.94674074,jott5,532579,7770763
Pomoxis nigromaculatus,Black Crappie,2017-09-07 22:29:57 UTC,20170907,2017,09,07,250,39.73825792,-89.5805575,19,73,63,266,10,1019,43,59,0,10,0.967609771,jott5,532579,7832504
Pomoxis nigromaculatus,Black Crappie,2017-09-19 23:15:48 UTC,20170919,2017,09,19,262,39.72954621,-89.58747055,52,83,81,287,8,1012,66,75,1.2,9,0.001356226,jott5,532579,8009299
Pomoxis nigromaculatus,Black Crappie,2014-05-23 12:19:00 UTC,20140523,2014,05,23,143,35.4572896,-80.1121493,12,86,77,298,8,1015,67,78,3.8,10,0.285893413,mccbio1,583231,8030572
Pomoxis nigromaculatus,Black Crappie,2017-09-23 23:38:54 UTC,20170923,2017,09,23,266,30.34199598,-95.54285456,36,88,77,112,7,1012,72,86,0,10,0.145777534,donquixote,77664,8064176
Pomoxis nigromaculatus,Black Crappie,2017-06-28 01:00:38 UTC,20170627,2017,06,28,179,39.31884667,-84.27893,13,70,63,317,5,1020,50,65,0,9,0.205432927,p_young,649264,8216231
Pomoxis nigromaculatus,Black Crappie,2017-10-03 18:25:00 UTC,20171003,2017,10,03,276,40.35998561,-82.16043949,23,76,73,184,9,1030,51,61,0,19,0.951253861,ccarrollc1,571552,8251396
Pomoxis nigromaculatus,Black Crappie,2017-10-08 17:43:25 UTC,20171008,2017,10,08,281,37.01901245,-90.19326782,81,70,87,76,7,1007,63,68,0,10,0.885274142,quiggifur,505122,8314657
Pomoxis nigromaculatus,Black Crappie,2017-10-19 22:41:16 UTC,20171019,2017,10,19,292,40.03483416,-81.00814282,0,66,65,229,5,1023,44,56,0,10,0.001856298,chris353,665121,8471560
Pomoxis nigromaculatus,Black Crappie,2017-10-20 22:14:56 UTC,20171020,2017,10,20,293,37.60485604,-77.46282172,3,77,69,239,4,1023,53,66,0,10,0.014716015,ruggedbynature,315502,8482392
Pomoxis nigromaculatus,Black Crappie,2017-10-19 17:04:11 UTC,20171019,2017,10,19,292,35.06397369,-80.74253362,26,74,69,242,4,1025,47,59,0,10,0.0016596,nv_multispeciesfishing,535133,8523661
Pomoxis nigromaculatus,Black Crappie,2017-09-02 18:16:12 UTC,20170902,2017,09,02,245,33.11151117,-81.72586167,34,88,71,268,10,1017,65,78,0,10,0.875791741,letitbe793,498186,8581646
Pomoxis nigromaculatus,Black Crappie,2010-05-16 22:20:00 UTC,20100516,2010,05,16,136,44.92007003,-93.11865285,30,69,71,134,10,1022,51,60,0,10,0.100074318,gordon_dietzman,265027,8685029
Pomoxis nigromaculatus,Black Crappie,2017-11-23 15:26:00 UTC,20171123,2017,11,23,327,33.3046901,-94.15649575,0,57,60,219,5,1022,31,45,0,10,0.223111636,donaldhapp,87766,8910607
Pomoxis nigromaculatus,Black Crappie,2017-12-06 21:16:45 UTC,20171206,2017,12,06,340,33.90717198,-81.15051386,98,59,87,207,9,1018,51,55,14.5,9,0.852833586,lluhs,671531,9070444
Prosopium williamsoni,mountain whitefish,2013-08-03 01:28:53 UTC,20130802,2013,08,03,215,43.61066667,-110.4263333,11,74,43,252,14,1013,35,60,0.8,10,0.131861153,connoromalley92,19758,363080
Prosopium williamsoni,mountain whitefish,2014-04-25 23:20:29 UTC,20140425,2014,04,25,115,47.790827,-117.529715,47,56,73,197,8,1008,36,45,1.2,10,0.12893721,fisherray,33975,642952
Prosopium williamsoni,mountain whitefish,2016-08-10 17:31:40 UTC,20160810,2016,08,10,223,48.71873234,-113.4723412,100,56,90,254,15,1014,50,51,12.7,9,0.498387945,t1903asm,279399,3852506
Prosopium williamsoni,mountain whitefish,2017-07-04 17:40:42 UTC,20170704,2017,07,04,185,46.90513667,-113.7184133,36,89,47,209,6,1016,36,66,0,10,0.830409459,madcap3693,135019,6923772
Prosopium williamsoni,mountain whitefish,2017-07-04 18:42:40 UTC,20170704,2017,07,04,185,46.89830833,-113.75975,36,89,47,209,6,1016,36,66,0,10,0.83344938,madcap3693,135019,6923775
Prosopium williamsoni,mountain whitefish,2017-08-03 18:31:00 UTC,20170803,2017,08,03,215,40.58820657,-111.4332533,1,81,28,264,10,1015,32,69,0.1,10,0.85608314,backcountrychronicles,43456,7879551
Salmo cettii,Mediterranean Trout,2016-07-13 00:15:00 UTC,20160713,2016,07,13,195,40.04188422,9.475265327,6,89,44,300,12,1013,50,79,0.1,10,0.593651351,jakob,5643,4973750
Salmo cettii,Mediterranean Trout,2016-07-13 11:35:00 UTC,20160713,2016,07,13,195,40.11183663,9.452470677,6,89,44,300,12,1013,50,79,0.1,10,0.637034354,jakob,5643,4978854
Salmo marmoratus,Marble trout,2015-06-08 08:53:07 UTC,20150608,2015,06,08,159,46.402118,13.706025,14,78,69,114,8,1018,51,68,2.2,10,0.64659096,trcarlisle,81949,1681617
Salmo marmoratus,Marble trout,2009-11-23 23:00:00 UTC,20091124,2009,11,23,327,45.18841048,8.073019981,11,59,84,144,4,1021,44,49,0,10,0.412521025,birdfly,156461,4444861
Salmo marmoratus,Marble trout,2017-11-15 12:07:29 UTC,20171115,2017,11,15,319,44.8126359,7.479304465,10,54,38,129,4,1021,22,47,0,10,0.086389385,agaggino,122684,8837278
Salmo marmoratus,Marble trout,2017-03-09 15:49:53 UTC,20170309,2017,03,09,68,44.81001663,7.607604027,4,65,62,118,5,1021,39,55,0,10,0.904118734,gianvir,739751,9529403
Salmo salar,Atlantic Salmon,2016-08-23 19:24:03 UTC,20160823,2016,08,23,236,45.870445,-69.11077217,17,75,57,257,13,1019,49,65,0,10,0.654052967,madcap3693,135019,6143312
Salmo salar,Atlantic Salmon,2016-07-03 15:52:34 UTC,20160703,2016,07,03,185,45.17893833,-67.77608667,25,72,52,264,17,1010,47,65,0,10,0.010368186,madcap3693,135019,6162126
Salmo salar,Atlantic Salmon,2015-07-05 12:18:10 UTC,20150705,2015,07,05,186,44.77301333,-70.92633833,28,79,78,295,10,1017,55,68,1.3,9,0.85022482,madcap3693,135019,6162201
Salmo salar,Atlantic Salmon,2015-08-17 15:53:02 UTC,20150817,2015,08,17,229,45.87692167,-69.1283945,8,89,69,228,12,1014,65,78,0,10,0.083122578,madcap3693,135019,6162531
Salmo salar,Atlantic Salmon,2014-08-19 23:17:22 UTC,20140819,2014,08,19,231,45.671245,-69.44693,37,75,78,319,9,1011,52,61,0,7,0.264038286,madcap3693,135019,6163433
Salmo salar,Atlantic Salmon,2011-08-24 12:39:00 UTC,20110824,2011,08,24,236,45.5829894,-69.72138405,18,78,70,198,20,1014,56,68,0,10,0.251061663,madcap3693,135019,6164328
Salmo salar,Atlantic Salmon,2017-10-14 10:53:56 UTC,20171014,2017,10,14,287,45.5703568,-69.72889527,93,60,89,256,9,1022,49,53,0,8,0.289958301,madcap3693,135019,8519013
Salmo salar,Atlantic Salmon,2017-10-14 12:00:42 UTC,20171014,2017,10,14,287,45.56290046,-69.74176751,93,60,89,256,9,1022,49,53,0,8,0.285307475,madcap3693,135019,8519065
Salmo salar,Atlantic Salmon,2017-10-15 10:44:03 UTC,20171015,2017,10,15,288,45.56192753,-69.74401649,100,58,96,179,16,1009,55,56,2.7,7,0.196693902,madcap3693,135019,8519105
Salmo trutta,Brown Trout,2012-12-18 06:15:41 UTC,20121218,2012,12,18,353,-45.11162517,167.9542947,60,65,84,177,4,1007,49,55,9.8,7,0.301520321,mccain,8074,172543
Salmo trutta,Brown Trout,2012-12-19 07:33:52 UTC,20121219,2012,12,19,354,-45.1031443,167.9620194,26,68,67,286,10,1010,38,51,0.2,9,0.409295706,mccain,8074,172551
Salmo trutta,Brown Trout,2012-12-24 07:21:00 UTC,20121224,2012,12,24,359,-45.50489566,168.1286579,29,77,73,273,3,1020,47,59,0,6,0.856920596,mccain,8074,172553
Salmo trutta,Brown Trout,2012-12-24 07:12:54 UTC,20121224,2012,12,24,359,-45.890949,168.2763588,19,70,83,114,6,1020,54,61,0,8,0.856550774,mccain,8074,172554
Salmo trutta,Brown Trout,2012-12-24 07:12:03 UTC,20121224,2012,12,24,359,-45.890949,168.2763588,19,70,83,114,6,1020,54,61,0,8,0.856511942,mccain,8074,172555
Salmo trutta,Brown Trout,2012-12-18 14:29:52 UTC,20121219,2012,12,18,353,-45.09490454,167.9687142,26,68,67,286,10,1010,38,51,0.2,9,0.336223716,mccain,8074,172556
Salmo trutta,Brown Trout,2012-12-21 10:03:41 UTC,20121221,2012,12,21,356,-45.10411361,167.9597878,45,64,78,281,10,1007,46,53,4.6,9,0.62069032,mccain,8074,172557
Salmo trutta,Brown Trout,2012-09-22 16:53:33 UTC,20120923,2012,09,22,266,-53.96054833,-70.06027333,12,38,71,220,37,1014,29,38,0,10,0.488795808,mccain,8074,173458
Salmo trutta,Brown Trout,2013-05-15 16:09:43 UTC,20130515,2013,05,15,135,30.275487,-97.813674,65,78,85,173,23,1016,66,74,5.8,9,0.265109251,chriscanter,13637,268673
Salmo trutta,Brown Trout,2013-05-21 19:15:51 UTC,20130521,2013,05,21,141,44.83016667,-111.5136667,13,60,64,184,12,1014,34,46,0,10,0.847885597,fishmav,14479,275028
Salmo trutta,Brown Trout,2013-07-02 17:50:36 UTC,20130702,2013,07,02,183,38.799852,-117.398872,17,98,24,92,9,1014,37,79,1.3,10,0.25626721,biosam,642,346828
Salmo trutta,Brown Trout,2014-09-12 20:57:18 UTC,20140912,2014,09,12,255,43.077661,-76.263404,12,61,78,345,10,1023,43,50,0,10,0.813088855,jmfarrell,52105,872448
Salmo trutta,Brown Trout,2014-09-13 16:38:19 UTC,20140913,2014,09,13,256,43.045838,-76.237822,47,60,91,218,12,1021,49,51,9.4,8,0.738195993,jabateman,52740,874079
Salmo trutta,Brown Trout,2012-01-21 04:14:00 UTC,20120121,2012,01,21,21,-43.528538,172.620544,24,71,72,57,15,1011,50,60,0,10,0.055725773,jon_sullivan,1115,944997
Salmo trutta,Brown Trout,2013-01-30 05:46:41 UTC,20130130,2013,01,30,30,-42.516856,172.384316,8,69,44,315,11,1022,35,59,0,10,0.904194144,jon_sullivan,1115,950006
Salmo trutta,Brown Trout,2013-04-13 21:57:41 UTC,20130414,2013,04,13,103,-42.573476,171.468237,63,49,90,316,13,1021,42,44,0.4,6,0.115977338,jon_sullivan,1115,959614
Salmo trutta,Brown Trout,2013-10-19 04:26:51 UTC,20131019,2013,10,19,292,-43.563956,172.632996,11,69,69,336,12,1022,42,52,0,10,0.999530492,jon_sullivan,1115,974333
Salmo trutta,Brown Trout,2014-10-31 15:15:57 UTC,20141031,2014,10,31,304,57.995923,14.431235,64,46,78,168,8,1024,36,42,0.3,10,0.561820991,cullen,2281,1048698
Salmo trutta,Brown Trout,2014-12-29 21:17:32 UTC,20141230,2014,12,29,363,-43.52847,172.620353,9,84,67,184,15,1014,55,71,0,10,0.624389732,jon_sullivan,1115,1200466
Salmo trutta,Brown Trout,2015-04-26 23:46:27 UTC,20150427,2015,04,26,116,-42.468505,172.397697,97,51,96,101,12,994,46,47,46.8,6,0.597428986,jon_sullivan,1115,1451545
Salmo trutta,Brown Trout,2015-02-22 01:42:51 UTC,20150222,2015,02,22,53,-41.11586117,175.0614778,75,69,86,279,13,1022,58,63,2.9,9,0.136221553,moynihac,103892,1527891
Salmo trutta,Brown Trout,2015-05-24 21:42:27 UTC,20150524,2015,05,24,144,36.82415,-107.6403283,38,66,57,274,14,1011,38,54,4.1,7,0.424737954,danjleavitt,3288,1546077
Salmo trutta,Brown Trout,2015-05-31 09:36:20 UTC,20150531,2015,05,31,151,-40.38085833,175.6174,40,60,82,197,6,1021,41,51,0.1,10,0.944764326,adzebill,57717,1566496
Salmo trutta,Brown Trout,2015-06-07 11:38:00 UTC,20150607,2015,06,07,158,43.451919,-73.325779,13,77,59,200,8,1020,41,63,0,10,0.739379741,adkbrookie,105811,1606342
Salmo trutta,Brown Trout,2015-06-14 09:43:57 UTC,20150614,2015,06,14,165,44.241662,19.887854,20,95,56,104,6,1013,61,85,2.1,10,0.058828458,alderash,89890,1631686
Salmo trutta,Brown Trout,2015-06-10 21:14:46 UTC,20150610,2015,06,10,161,40.47617833,-76.62301667,8,84,73,223,13,1011,59,73,0,10,0.361734189,troutbum1374,114381,1731569
Salmo trutta,Brown Trout,2015-02-04 14:30:40 UTC,20150204,2015,02,04,35,40.27304667,-76.41403833,69,40,87,189,8,1021,20,22,0,10,0.995275214,troutbum1374,114381,1731601
Salmo trutta,Brown Trout,2014-12-03 18:41:22 UTC,20141203,2014,12,03,337,40.273195,-76.41400833,65,51,92,233,15,1022,40,46,2,7,0.915832731,troutbum1374,114381,1731619
Salmo trutta,Brown Trout,2015-06-21 22:11:40 UTC,20150621,2015,06,21,172,40.27315333,-76.41400333,37,90,81,294,18,1008,72,87,24.9,9,0.270270725,troutbum1374,114381,1736594
Salmo trutta,Brown Trout,2015-07-12 18:07:39 UTC,20150712,2015,07,12,193,40.29615333,-76.42939667,9,90,63,190,5,1017,62,82,0,10,0.119512363,troutbum1374,114381,1749493
Salmo trutta,Brown Trout,2015-08-09 10:26:30 UTC,20150809,2015,08,09,221,47.71298667,14.83156833,9,87,64,158,8,1017,55,75,0,10,0.255790139,markkir,41823,1849421
Salmo trutta,Brown Trout,2014-09-02 15:39:38 UTC,20140902,2014,09,02,245,46.645312,-60.952857,58,71,86,149,10,1015,59,65,0.1,10,0.521944217,cdorsay,112902,1913186
Salmo trutta,Brown Trout,2015-08-01 19:06:05 UTC,20150801,2015,08,01,213,40.920758,-109.438806,14,88,21,114,7,1014,28,72,0,10,0.973607459,cmus,111379,1914605
Salmo trutta,Brown Trout,2015-09-16 15:33:53 UTC,20150916,2015,09,16,259,41.29726407,-75.6261768,15,84,72,307,3,1026,57,70,0,10,0.09960881,jbwitten,132572,1954707
Salmo trutta,Brown Trout,2015-09-17 13:48:55 UTC,20150917,2015,09,17,260,41.304872,-75.612144,25,82,73,234,5,1021,60,71,0,8,0.15876081,lagness,134370,1961708
Salmo trutta,Brown Trout,2015-09-26 18:00:00 UTC,20150926,2015,09,26,269,51.052537,-114.123015,20,57,71,82,6,1012,41,51,0,10,0.971240993,rbbrummitt,34719,2002052
Salmo trutta,Brown Trout,2015-10-03 18:42:14 UTC,20151003,2015,10,03,276,40.235424,-77.562731,100,48,95,49,24,1023,45,46,27.7,7,0.616010495,albud1962,134167,2066688
Salmo trutta,Brown Trout,2015-10-17 16:09:32 UTC,20151017,2015,10,17,290,39.62390833,-77.43765333,3,53,65,303,15,1022,31,45,0,10,0.195115711,rpshane,109334,2219343
Salmo trutta,Brown Trout,2015-10-17 16:05:27 UTC,20151017,2015,10,17,290,39.62392,-77.43765333,3,53,65,303,15,1022,31,45,0,10,0.194890974,rpshane,109334,2219344
Salmo trutta,Brown Trout,2015-10-19 15:03:28 UTC,20151019,2015,10,19,292,36.438784,-80.943375,0,52,65,165,6,1032,31,42,0,10,0.373040768,denniswross,4733,2235901
Salmo trutta,Brown Trout,2015-09-02 21:31:12 UTC,20150902,2015,09,02,245,40.29422,-76.42916167,37,91,75,254,6,1016,68,80,0,9,0.770278591,troutbum1374,114381,2311114
Salmo trutta,Brown Trout,2015-10-25 12:24:13 UTC,20151025,2015,10,25,298,40.32765833,-76.50757,88,64,81,299,18,1020,47,54,10,9,0.94205018,troutbum1374,114381,2311131
Salmo trutta,Brown Trout,2015-10-25 17:39:32 UTC,20151025,2015,10,25,298,40.27793,-76.431145,88,64,81,299,18,1020,47,54,10,9,0.953844302,troutbum1374,114381,2311145
Salmo trutta,Brown Trout,2015-10-25 18:21:48 UTC,20151025,2015,10,25,298,40.29601667,-76.42931333,88,64,81,299,18,1020,47,54,10,9,0.955328821,troutbum1374,114381,2311154
Salmo trutta,Brown Trout,2015-10-25 18:38:00 UTC,20151025,2015,10,25,298,40.29680333,-76.42959667,88,64,81,299,18,1020,47,54,10,9,0.955891681,troutbum1374,114381,2311202
Salmo trutta,Brown Trout,2015-10-25 19:31:41 UTC,20151025,2015,10,25,298,40.30149667,-76.42490333,88,64,81,299,18,1020,47,54,10,9,0.957732509,troutbum1374,114381,2311210
Salmo trutta,Brown Trout,2015-10-25 19:39:13 UTC,20151025,2015,10,25,298,40.29967833,-76.43025833,88,64,81,299,18,1020,47,54,10,9,0.957987827,troutbum1374,114381,2311215
Salmo trutta,Brown Trout,2015-10-25 19:39:40 UTC,20151025,2015,10,25,298,40.29975833,-76.430245,88,64,81,299,18,1020,47,54,10,9,0.958003054,troutbum1374,114381,2311220
Salmo trutta,Brown Trout,2015-10-25 20:00:26 UTC,20151025,2015,10,25,298,40.30065833,-76.43116667,88,64,81,299,18,1020,47,54,10,9,0.958702913,troutbum1374,114381,2311230
Salmo trutta,Brown Trout,2015-10-26 19:54:42 UTC,20151026,2015,10,26,299,40.32203333,-76.451155,29,60,72,29,7,1031,38,49,0,10,0.992840184,troutbum1374,114381,2318565
Salmo trutta,Brown Trout,2015-10-28 15:14:47 UTC,20151028,2015,10,28,301,43.450573,-76.506359,93,76,82,127,37,1014,52,57,5.2,7,0.980287222,troutbum1374,114381,2319751
Salmo trutta,Brown Trout,2015-10-28 15:14:35 UTC,20151028,2015,10,28,301,43.550725,-76.213832,90,57,82,122,33,1015,44,47,6.6,7,0.980291787,troutbum1374,114381,2319754
Salmo trutta,Brown Trout,2014-07-05 15:09:03 UTC,20140705,2014,07,05,186,40.272881,-76.413991,25,85,78,213,10,1013,64,75,6.9,10,0.51374006,troutbum1374,114381,2334462
Salmo trutta,Brown Trout,2015-10-28 13:32:33 UTC,20151028,2015,10,28,301,40.27323667,-76.41400333,100,65,96,113,28,1016,57,57,14.2,7,0.982552516,troutbum1374,114381,2334475
Salmo trutta,Brown Trout,2014-08-04 12:32:56 UTC,20140804,2014,08,04,216,40.309753,-76.430595,39,88,81,300,6,1017,65,75,0,7,0.551898961,troutbum1374,114381,2334842
Salmo trutta,Brown Trout,2014-05-18 19:38:50 UTC,20140518,2014,05,18,138,40.272741,-76.413908,14,66,76,327,10,1023,43,52,0.3,10,0.796362731,troutbum1374,114381,2337613
Salmo trutta,Brown Trout,2015-11-04 14:09:44 UTC,20151104,2015,11,04,308,40.29438,-76.42903,38,71,83,124,6,1027,52,61,0,7,0.395887075,troutbum1374,114381,2347959
Salmo trutta,Brown Trout,2015-11-04 14:43:49 UTC,20151104,2015,11,04,308,40.29377,-76.4319,38,71,83,124,6,1027,52,61,0,7,0.393651741,troutbum1374,114381,2347961
Salmo trutta,Brown Trout,2015-11-17 18:19:00 UTC,20151117,2015,11,17,321,38.2833169,-79.75263359,75,48,66,133,16,1027,34,45,0,10,0.339995561,benzintr,79060,2396800
Salmo trutta,Brown Trout,2015-10-10 21:17:37 UTC,20151010,2015,10,10,283,40.058378,-106.178535,4,68,54,248,8,1023,35,52,0,10,0.039243101,lewand,113338,2494060
Salmo trutta,Brown Trout,2016-01-09 15:25:42 UTC,20160109,2016,01,09,9,44.88909,7.24798,56,46,92,105,4,1006,35,37,0.5,5,0.003839902,danieleseglie,72232,2566904
Salmo trutta,Brown Trout,2016-01-29 01:35:00 UTC,20160129,2016,01,29,29,-43.3064259,172.6182113,82,71,78,178,14,1013,53,61,0.1,10,0.775708246,gregb,119114,2634292
Salmo trutta,Brown Trout,2016-02-17 17:41:06 UTC,20160217,2016,02,17,48,38.83362775,-77.13566798,68,45,81,296,8,1019,32,39,0,8,0.754123903,kylefitzroy,165609,2692446
Salmo trutta,Brown Trout,2016-02-19 19:56:44 UTC,20160219,2016,02,19,50,38.836855,-77.13639717,76,40,72,152,10,1032,22,31,0,10,0.913521973,kylefitzroy,165609,2698321
Salmo trutta,Brown Trout,2016-03-26 00:23:31 UTC,20160325,2016,03,26,86,43.61417573,-73.18036991,96,57,81,231,19,1009,37,45,7.8,7,0.944029535,mikethenaturalist,214368,2917256
Salmo trutta,Brown Trout,2015-11-21 14:56:19 UTC,20151121,2015,11,21,325,36.3928999,-82.3218897,39,55,50,159,15,1019,27,45,0.2,9,0.75912972,camsvette,208385,2939280
Salmo trutta,Brown Trout,2016-05-06 22:29:37 UTC,20160506,2016,05,06,127,39.76522208,-77.58389206,100,56,91,262,11,1006,49,51,32,7,0.001735187,rpshane,109334,3118254
Salmo trutta,Brown Trout,2016-05-17 09:58:43 UTC,20160517,2016,05,17,138,42.19378092,-3.158951886,28,66,75,51,9,1019,43,53,0,9,0.829824888,lademandamanda,157486,3200130
Salmo trutta,Brown Trout,2016-05-27 18:58:25 UTC,20160527,2016,05,27,148,45.04820127,7.286400497,12,81,74,108,5,1016,60,72,0.5,9,0.684059752,fabnobili,206393,3316280
Salmo trutta,Brown Trout,2016-05-29 02:24:48 UTC,20160528,2016,05,29,150,46.40087833,-113.6886217,28,58,53,258,8,1015,31,49,0,10,0.546943248,montanaclan,231584,3342166
Salmo trutta,Brown Trout,2016-05-31 14:07:27 UTC,20160531,2016,05,31,152,41.38425767,-73.39051831,34,87,61,282,10,1013,58,75,0,8,0.272355382,jyatestu,142612,3409923
Salmo trutta,Brown Trout,2016-05-31 14:27:06 UTC,20160531,2016,05,31,152,41.38127177,-73.39003174,34,87,61,282,10,1013,58,75,0,8,0.270929218,jyatestu,142612,3409932
Salmo trutta,Brown Trout,2016-05-19 19:35:38 UTC,20160519,2016,05,19,140,41.22237383,-73.42368521,87,70,66,211,4,1019,47,59,0.2,10,0.960322106,jyatestu,142612,3410151
Salmo trutta,Brown Trout,2016-02-27 17:15:14 UTC,20160227,2016,02,27,58,41.24449167,-73.25507167,23,37,60,224,13,1018,18,30,0,10,0.792588327,jyatestu,142612,3410159
Salmo trutta,Brown Trout,2016-02-27 16:52:55 UTC,20160227,2016,02,27,58,41.24434167,-73.25512,23,37,60,224,13,1018,18,30,0,10,0.793768955,jyatestu,142612,3410161
Salmo trutta,Brown Trout,2016-06-09 16:22:59 UTC,20160609,2016,06,09,161,38.430575,-78.43383,2,78,57,291,11,1016,45,62,0,10,0.247784889,rpshane,109334,3422653
Salmo trutta,Brown Trout,2016-06-11 14:11:53 UTC,20160611,2016,06,11,163,38.349505,-79.04933883,1,91,66,269,11,1016,62,80,0,10,0.429849904,gunnarb,256245,3439315
Salmo trutta,Brown Trout,2016-06-24 20:48:47 UTC,20160624,2016,06,24,176,39.67765833,-107.6984783,24,89,39,211,14,1012,41,70,0.1,10,0.801013525,lisa_kingston,49424,3517020
Salmo trutta,Brown Trout,2016-06-25 17:54:33 UTC,20160625,2016,06,25,177,41.03642217,-75.74451333,14,83,68,146,5,1021,58,74,0,9,0.719543242,djuth,157587,3679227
Salmo trutta,Brown Trout,2009-11-04 22:43:09 UTC,20091104,2009,11,04,308,40.786943,-111.882041,4,67,34,168,10,1022,18,46,0,10,0.942148525,bryanto,3499,3718403
Salmo trutta,Brown Trout,2009-06-19 18:40:53 UTC,20090619,2009,06,19,170,40.42186,-111.342831,2,72,55,222,6,1011,31,50,0,10,0.131022066,bryanto,3499,3718409
Salmo trutta,Brown Trout,2015-04-04 18:09:00 UTC,20150404,2015,04,04,94,41.38421478,-72.25780964,41,53,73,307,28,1006,39,48,3.2,9,0.999363724,rayray,274968,3719640
Salmo trutta,Brown Trout,2016-07-21 01:50:11 UTC,20160720,2016,07,21,203,43.68045837,-116.495908,0,89,36,283,8,1014,42,73,0,10,0.984789904,wyatt4,275724,3723699
Salmo trutta,Brown Trout,2016-07-23 17:48:52 UTC,20160723,2016,07,23,205,45.11970921,-84.58740284,14,89,59,330,9,1014,60,77,0,10,0.83613937,jamesedel,103874,3731492
Salmo trutta,Brown Trout,2016-05-07 00:49:03 UTC,20160506,2016,05,07,128,35.26225333,-82.70985333,43,63,66,339,20,1010,42,54,0.8,10,0.002342488,grant12,295587,3839121
Salmo trutta,Brown Trout,2016-06-26 21:22:52 UTC,20160626,2016,06,26,178,40.23661309,-105.8014753,0,76,35,265,7,1021,32,62,0,10,0.599469135,brendan13,285889,3934814
Salmo trutta,Brown Trout,2016-08-16 19:45:51 UTC,20160816,2016,08,16,229,49.00069,11.383166,16,78,76,229,8,1018,54,65,0,8,0.969287012,marcoschmidtffm,81948,3989063
Salmo trutta,Brown Trout,2015-10-17 20:51:42 UTC,20151017,2015,10,17,290,40.503525,-106.6082917,43,65,48,222,6,1019,33,52,0,10,0.210907948,fishhunter,300103,4003301
Salmo trutta,Brown Trout,2016-07-09 22:35:00 UTC,20160709,2016,07,09,191,35.45960148,-91.92973137,88,86,75,341,5,1016,72,84,13.8,8,0.305553628,mfria631,318214,4008231
Salmo trutta,Brown Trout,2016-09-03 19:40:00 UTC,20160903,2016,09,03,247,38.36420294,-120.6879323,16,81,35,275,6,1012,39,71,0,10,0.058432505,catchang,179103,4030573
Salmo trutta,Brown Trout,2016-09-03 19:29:00 UTC,20160903,2016,09,03,247,38.36603847,-120.6827438,16,81,35,275,6,1012,39,71,0,10,0.0580812,robberfly,13979,4032048
Salmo trutta,Brown Trout,2016-08-12 23:24:00 UTC,20160812,2016,08,12,225,39.318365,-120.661899,0,84,34,261,10,1017,43,73,0,10,0.707279712,serpophaga,173183,4033918
Salmo trutta,Brown Trout,2016-09-09 05:07:10 UTC,20160909,2016,09,09,253,-41.23125615,146.402174,100,59,97,116,15,1010,55,56,53,6,0.474742973,dunnart-at-large,65374,4069792
Salmo trutta,Brown Trout,2016-09-11 13:24:42 UTC,20160911,2016,09,11,255,43.01067724,-76.07549664,22,72,69,285,21,1015,56,69,1.3,10,0.69968807,birdnerdjosh,248298,4085176
Salmo trutta,Brown Trout,2016-09-11 13:25:31 UTC,20160911,2016,09,11,255,43.01068139,-76.07562915,22,72,69,285,21,1015,56,69,1.3,10,0.699740814,birdnerdjosh,248298,4085179
