dayofyear,angler,harvest_size,month,cloud_cover,temp_f,humidity,wind_direction_degrees,wind_speed_kmph,pressure_mb,dewpoint_f,head_index_f,percipitation_mm,visualbility_km,moon_phase,angler_id,harvest_id
257,nicnaturalist,1,09,17,81,72,224,14,1017,56,68,0,8,0.880390337,349229,4376673
257,oggers,1,09,46,62,41,73,6,1013,31,55,0,10,0.321174891,509034,9408660
257,pmk00001,2,09,76,68,88,213,5,1012,59,63,0,7,0.318828301,204678,8613323
257,rachelbrinkley,1,09,28,74,63,202,16,1005,48,63,4.3,10,0.32042067,526459,8088513
257,riversedge,1,09,63,74,85,138,4,1022,65,70,0.2,6,0.896590508,30627,4103493
257,ruggedbynature,1,09,59,79,76,227,9,1013,65,76,2.9,10,0.351927618,315502,7915296
257,stepzane,1,09,28,74,63,202,16,1005,48,63,4.3,10,0.320567252,313104,7923185
257,tobler,1,09,2,84,65,189,12,1010,54,69,0,10,0.348920857,29712,7924502
257,wendy5,1,09,5,64,47,122,5,1016,37,58,0,10,0.32296607,27263,7931825
258,calibas,1,09,38,67,48,283,5,1010,39,59,0,10,0.285740368,682228,8835483
258,dwalc400,1,09,0,82,75,175,16,1013,60,70,0,10,0.228522868,492264,7932738
258,jeffcramer,1,09,0,76,83,168,14,1015,60,67,0,10,0.227373813,310668,8068732
258,joshuagsmith,1,09,24,73,57,229,17,1009,42,59,0,10,0.291541179,269952,7925996
258,mlrosten,1,09,43,71,71,319,16,1019,55,67,1.2,10,0.93917126,176029,4110118
258,pmk00001,1,09,76,68,88,213,5,1012,59,63,0,7,0.306062048,204678,8613323
258,ruggedbynature,1,09,45,83,79,348,4,1017,67,77,0,10,0.253824989,315502,7927842
258,tadamcochran,1,09,5,91,66,161,21,1011,65,81,0,10,0.237252251,13118,8184669
259,birdizlife,1,09,2,69,26,246,9,1022,22,58,0,10,0.006197931,154438,6682625
259,jbwitten,4,09,15,84,72,307,3,1026,57,70,0,10,0.101506775,132572,1954708.5
259,jessy43078,1,09,65,76,89,49,7,1021,61,66,0,10,0.155612346,605404,8600097
259,jott5,1,09,13,87,70,181,13,1014,59,72,0,9,0.191029983,532579,7941741
259,nv_multispeciesfishing,1,09,47,85,75,33,6,1018,66,77,0,10,0.146068552,535133,8267542
259,pmk00001,1,09,12,79,83,122,8,1021,59,66,0,10,0.157233293,204678,8676429
259,pwvail,1,09,35,65,69,255,6,1016,43,54,0,10,0.124672419,737943,9212260
259,ruggedbynature,8,09,48,83,79,47,5,1019,67,77,0,10,0.161194588,315502,7943384.25
259,sarahroberts,5,09,4,90,60,65,5,1015,71,85,0,10,0.979375549,38701,4452038.8
259,txfishes,3,01,20.33333333,84,72,138,11,1017,62.33333333,77,3.133333333,10,0.333129361,91209,8181720.333
260,caraleigh,1,09,61,77,70,166,4,1017,53,66,0,10,0.999908843,51582,4239629
260,driftlessroots,3,09,45,67,79,327,12,1019,55,62,7.4,8,0.071650263,249972,7978051.667
260,guygamingxbox,1,09,66,80,64,165,15,1017,53,67,0.9,10,0.999319563,328110,4124165
260,joemdo,1,09,43,88,78,28,10,1014,74,88,0,10,0.07531077,349183,7974126
260,justin87,1,09,0,94,56,49,7,1016,66,85,0,10,0.993917068,352613,4428687
260,lagness,4,09,25,81.75,73,233.75,5,1021,59.25,70.75,0,8,0.158740297,134370,1961706.5
260,martycalabrese,1,09,4,67,77,264,8,1016,49,56,0,10,0.339098115,169089,4951536
260,ruggedbynature,2,09,46,80,83,49,6,1019,66,74,0,10,0.080033642,315502,7961702
260,tom15,1,09,11,78,77,35,9,1022,55,64,0,8,0.021008089,174495,6753643
261,frsimkins,2,09,38,65,69,26,10,1020,49,60,0,10,0.028123867,224831,7980471
261,halcyon,1,09,85,76,88,163,10,1020,63,68,5.7,9,0.982976459,346745,4294559
261,jeffmci9,4,09,31,92,66,191,12,1014,66,83,0,10,0.025642264,435598,7988532.25
261,simonsl23,2,09,70,72,94,219,17,1011,66,69,0.2,9,0.991196452,316308,4129736.5
261,tosteve,1,09,63,64,87,254,5,1010,47,51,1.2,5,0.978232191,81291,1391213
261,zachtrelfa,1,09,55,86,85,190,6,1015,72,83,0,6,0.026682494,606878,8623108
262,aaronramon,1,09,55,92,72,185,19,1012,71,87,0,10,0.002172963,62176,8013837
262,andrew_tbc_taylor,1,09,55,87,81,179,15,1014,66,75,1.7,10,0.017618865,637943,8017601
262,benlabay,7,09,20,95,73,107,8,1013,69,84,1.2,8,0.179085794,10602,889713.8571
262,jott5,2,09,52,83,81,287,8,1012,66,75,1.2,9,0.001301145,532579,8007942
262,nv_multispeciesfishing,1,09,7,91,70,18,13,1011,66,80,0,10,0.339487735,535133,7095557
262,robert1971,1,09,58,78,91,227,8,1014,67,73,4.6,9,0.001674563,421960,8004378
262,slisea,1,09,42,90,70,283,6,1014,72,87,2.7,8,0.947994413,326965,4140065
263,aaronramon,3,09,7,98.33333333,64.66666667,198,9,1014.666667,70,90,0,9.666666667,0.896066048,62176,4149197
263,baxterke1,1,09,51,89,79,184,10,1013,73,86,0,8,0.005272191,606674,8014006
263,benlabay,4,09,14,94,69,83,7,1015,67,83,0,9,0.117348308,10602,889765.5
263,chinquapin,1,09,50,88,76,177,7,1012,65,76,0,10,0.001163312,300377,8020833
263,darty,1,09,51,89,79,184,10,1013,73,86,0,8,0.005308586,615421,8036498
263,ewingkn,1,09,51,89,79,184,10,1013,73,86,0,8,0.00531901,636456,8014070
263,gordon_dietzman,1,09,37,73,70,287,17,1007,58,70,0,9,0.003039952,265027,8717703
263,haileyhester,1,09,51,89,79,184,10,1013,73,86,0,8,0.005202478,610128,8018656
263,jaycenguerrero,1,09,51,89,79,184,10,1013,73,86,0,8,0.005322207,609363,8147444
263,jessmattox,1,09,51,89,79,184,10,1013,73,86,0,8,0.005322712,395776,8172207
263,nadiagarcia,2,09,51,89,79,184,10,1013,73,86,0,8,0.005219727,608933,8020803
263,njbanker,1,09,51,83,86,201,9,1015,69,76,0,8,0.00732539,613309,8178699
263,schiwitzn,1,09,51,89,79,184,10,1013,73,86,0,8,0.005263155,607252,8063480
263,skiman1016,1,09,77,75,92,246,9,1017,66,69,0.2,5,0.887809342,20405,4150303
264,coffearobusta42,1,09,15,83,76,245,11,1015,60,70,0,8,0.04928581,25480,989409
264,pkleeman,1,09,36,66,77,281,9,1020,49,57,0,8,0.79644294,32423,4242518
264,wild-about-texas,1,09,14,98,56,178,8,1017,62,85,0,9,0.812658649,206492,4889467
265,darty,1,09,42,86,82,117,4,1014,71,82,0,7,0.067412949,615421,8203293
265,eattaway92,1,09,14,89,75,187,8,1017,69,82,0,10,0.068327942,151498,8041948
265,ehernandez15,1,09,50,89,77,166,13,1014,72,86,0,8,0.040054836,627712,8265265
265,ewrunn1ng,1,09,14,69,59,47,3,1017,47,63,0,10,0.07008098,300689,8043151
265,fabnobili,1,09,3,59,52,91,4,1020,30,49,0,10,0.058814935,206393,8085689
265,frsimkins,1,09,2,76,83,226,17,1016,66,74,0,10,0.066986895,224831,8038862
265,kenchamberlain,1,09,26,63,67,238,7,1016,41,53,0,10,0.066655358,319374,8096820
265,marshallarnwine,1,09,17,97,59,144,12,1015,66,85,0,10,0.67067661,315892,4168165
265,mikefitz,1,09,30,49,65,58,8,1017,28,40,3.3,9,0.690534341,242433,9380261
265,walkingstick2,1,09,29,91,65,167,19,1013,68,86,0,10,0.065504734,448026,8049661
265,wendy5,1,09,42,59,90,310,5,1021,49,53,0,9,0.763388455,27263,4159763
265,zachtrelfa,1,09,57,87,85,121,6,1014,71,82,0,6,0.069364181,606878,8623335
266,aaronramon,1,09,33,87,77,138,15,1012,69,82,0,10,0.145666859,62176,8067961
266,asavermeulen,2,09,48,88,81,105,6,1013,72,84,0,10,0.138361341,303154,8060953
266,bluegill,1,09,99,75,89,144,11,1021,65,70,7.7,9,0.767157673,157966,2449635
266,bryanto,1,09,9,83,41,198,7,1017,38,63,0,10,0.194425355,3499,3718444
266,cmhersom,2,09,42,84,79,61,13,1013,70,81,4.3,10,0.117640564,641566,8051085
266,donquixote,1,09,36,88,77,112,7,1012,72,86,0,10,0.145777534,77664,8064176
266,janetwright,1,09,2,87,57,44,15,1018,58,77,0,10,0.00089016,56162,8382886
266,joconnor,3,09,42,84,79,61,13,1013,70,81,4.3,10,0.118502122,641546,8052783
266,koinpro,1,09,5,92,68,143,3,1019,66,81,0,10,0.138959257,284003,8076028
266,kylefitzroy,3,09,14,81,43,230,6,1021,48,68,0.1,10,0.592558029,165609,4257014.667
266,mccain,1,09,12,38,71,220,37,1014,29,38,0,10,0.488795808,8074,173458
266,pearmonger,1,09,8,64,77,239,3,1022,39,51,0,10,0.616962482,474425,6101893
266,rbrock02,1,09,65,84,83,66,4,1016,67,77,0,10,0.13843107,588728,8228779
266,rcurtis,1,09,25,86,71,51,5,1019,61,74,0,10,0.128251707,4860,8163090
266,sandwich,1,09,55,68,91,237,6,1016,57,60,0,9,0.120501551,323903,8082495
266,sk0743780,1,09,48,88,77,168,9,1016,66,79,0,10,0.556507007,375398,4684503
266,tleslie,3,09,42,84,79,61,13,1013,70,81,4.3,10,0.123352829,573217,8057246
266,ttuen1,2,09,42,84,79,61,13,1013,70,81,4.3,10,0.11812476,641548,8051289
266,worm,1,09,29,87,77,97,5,1017,68,79,0,9,0.125675276,632672,8054406
267,mako252,1,09,66,84,81,134,14,1011,71,82,0,6,0.192652437,18812,8075903
267,mikepatterson,1,09,82,56,94,306,6,1021,52,54,0,10,0.201324956,15366,8081173
267,spinosaurusrocks,1,09,0,90,70,29,5,1017,67,83,0,10,0.205071477,519154,8081632
267,trailfoot,1,09,61,87,77,138,14,1011,70,82,0,9,0.194727388,409486,8072059
268,bonnieeamick,1,09,72,80,77,39,17,1013,65,75,0,10,0.275916594,35766,8094609
268,chriswilliams,3,09,10,83,68,141,4,1019,60,75,0,10,0.357711082,333199,4199579.667
268,edma,2,09,35,87,71,128,10,1012,66,80,0,10,0.272016885,711910,8876086.5
268,flabellare223,1,09,100,65,91,65,17,1021,58,61,16.8,9,0.413417342,359145,4450828
268,matt213,1,09,35,87,71,128,10,1012,66,80,0,10,0.271966965,644312,8087741
268,quiggifur,1,09,10,92,67,130,6,1018,66,81,0,9,0.357075401,505122,6565597
268,reallifeecology,1,09,25,78,81,222,4,1019,58,67,4.4,9,0.34355123,15723,4220558
268,stjohnw,1,09,0,88,57,267,6,1019,51,72,0,10,0.347921396,724908,9714460
269,damianbx,1,09,6,69,59,203,11,1021,45,65,0,10,0.790795933,4124,129687
269,frsimkins,1,09,29,74,79,221,15,1012,63,72,0,10,0.354205601,224831,8102260
269,letitbe793,1,09,16,87,70,335,9,1011,68,83,0,10,0.360392335,498186,8581772
269,otan,2,09,29,88,65,133,8,1012,66,83,0,10,0.308973228,627966,8096454.5
269,quiggifur,1,09,3,92,65,20,5,1017,64,79,0,10,0.283228003,505122,6565567
269,rbbrummitt,1,09,20,57,71,82,6,1012,41,51,0,10,0.971240993,34719,2002052
269,stephen54,2,09,87,59,91,116,10,1022,52,55,0,6,0.359284183,350459,8188285.5
270,greghall,1,09,37,87,68,83,19,1014,71,87,0,10,0.130558422,530786,7912723
270,lmeade,1,09,0,63,65,315,7,1021,38,49,0,10,0.997668325,247562,3472645
270,mfria631,1,09,42,79,65,129,14,1019,55,70,5.4,10,0.175036449,318214,4215286
270,nv_multispeciesfishing,1,09,2,89,67,328,7,1011,67,83,0,10,0.453370851,535133,8267540
270,pmk00001,4,09,73.5,84.25,82.75,115,9.5,1017.75,69.75,80.25,3.925,9.75,0.740453488,204678,7387572
270,rford1213,1,09,21,81,74,304,8,1013,64,74,0,10,0.460854823,239858,8138503
271,cullen,2,09,63,88,84,152,15,1011,74,86,17.7,9,0.343701187,2281,412295
271,isaacsfishingcorner,2,09,0,72,63,17,13,1019,49,63,0,10,0.575234242,379756,8159805.5
271,mmorse01,1,09,42,70,66,228,14,1019,52,65,0,10,0.504894207,720246,8965254
271,pmk00001,2,09,50,84.5,78,86.5,7,1012,73,85.5,0,9.5,0.555395423,204678,8676473.5
271,rachelbrinkley,1,09,1,68,56,43,6,1021,33,51,0,10,0.569656589,526459,8336526
271,randybodkins,1,09,29,62,77,314,11,1015,51,59,0,7,0.555809467,492790,8161578
271,slacks1986,1,09,11,83,74,100,4,1020,56,70,0,8,0.209417827,51286,915730
271,stepzane,1,09,1,68,56,43,6,1021,33,51,0,10,0.575463209,313104,8158933
271,tortuga_rapido,8,09,19,70,54,221,17,1011,40,58,0,10,0.10369741,10162,4230698.375
272,campcod2,1,09,22,67,60,196,8,1017,36,51,0,10,0.674497088,600830,8208555
272,dwalc400,4,09,17,60,79,122,13,1024,46,53,0,10,0.663053555,492264,8178396.5
272,matthew145,1,09,37,86,42,195,8,1016,43,73,1.6,10,0.048406426,492327,6377941
272,mikepatterson,1,09,80,58,92,279,9,1016,55,57,0,8,0.650784851,15366,8176551
272,pmk00001,1,09,82,81,89,302,6,1013,75,84,13.3,10,0.636880166,204678,8847994
273,aray81397,1,09,61,46,75,264,6,1013,35,43,6.6,10,0.747027008,668273,8460105
273,creaturekid,1,09,34,66,60,95,11,1028,47,61,0,10,0.743273882,518837,8286942
273,darty,1,09,3,82,54,44,10,1018,55,75,0,10,0.761293436,615421,8203233
273,isaacsfishingcorner,1,09,5,70,63,69,11,1025,44,58,0,10,0.760168613,379756,8191962
273,jmaughn,1,09,50,69,80,291,9,1014,55,62,0,10,0.748102767,2873,8202092
273,madcap3693,1,09,71,51,86,30,10,1022,44,48,0,8,0.732057523,135019,8519109
273,nathangrosse,1,09,24,63,74,167,10,1026,43,51,0,9,0.730373483,246443,8183909
273,pat_ry,1,09,0,78,52,16,17,1023,50,70,0,10,0.01140546,266993,4233390
273,quiggifur,13,09,24.69230769,79.92307692,68.61538462,66.53846154,9.769230769,1017.769231,62.76923077,76.92307692,0,9.769230769,0.744584202,505122,8198639.538
274,danilo_hegg,2,09,54,54,69,173,10,1012,32,43,0,10,0.00813318,151532,4293482.5
274,davis04,1,09,0,79,56,240,7,1021,49,66,0,10,0.000460036,342113,4240059
274,donquixote,2,10,4,89,59,94,4,1014,64,84,0,10,0.835326322,77664,8211666.5
274,isaacsfishingcorner,1,10,33,72,73,146,9,1022,49,59,0,10,0.84343544,379756,8215534
274,lintonma,1,09,0,79,56,240,7,1021,49,66,0,10,0.000460854,342511,4240046
274,mnbrewer,1,10,27,87,64,64,10,1019,58,74,0,10,0.780102156,323995,8198713
274,pmk00001,3,10,26.66666667,83.33333333,81.66666667,109.6666667,11.66666667,1013,74,86,0,10,0.821503586,204678,8859362.333
274,quiggifur,12,10,63.08333333,69.75,76.41666667,71.66666667,19,1017.5,57.5,66.08333333,4.916666667,10,0.821732111,505122,8207856.583
274,ruggedbynature,1,10,8,68,63,53,6,1027,47,60,0,10,0.823980746,315502,8205489
274,stanvrem,1,10,52,83,47,169,7,1014,47,71,0,10,0.81439604,615980,7843638
274,tallastro,1,09,75,81,82,182,7,1016,72,81,12.3,9,0.000492173,256327,4291663
274,umpquamatt,2,09,26.5,76,77.5,253,5,1018,45.5,57,0,6.5,0.500721032,416993,5665551
275,barbarab,1,10,0,57,48,230,8,1017,26,46,0,10,0.006079037,462,4282156
275,cbeversole,1,10,12,86,76,66,10,1013,68,80,0,10,0.844457879,19252,8477362
275,fishesoftexas,6,10,72.5,71.33333333,59.66666667,75.66666667,15.66666667,1019.833333,46,60.16666667,3.85,10,0.699431548,10601,2105902.5
275,isaacsfishingcorner,1,10,33,72,73,146,9,1022,49,59,0,10,0.844253578,379756,8215533
275,joe_cutler,1,10,73,63,86,313,17,1020,54,58,0,10,0.005263724,280544,4252511
275,marillionjade24,1,10,55,81,56,147,4,1017,53,70,0,10,0.006224453,143755,4246842
275,nv_multispeciesfishing,1,10,19,76,65,81,13,1026,54,68,0,11,0.886827506,535133,8267552
275,sarah385,1,10,28,83,66,178,18,1016,58,73,0,11,0.891394969,593963,8222356
275,sk0743780,1,10,49,73,81,292,6,1018,54,61,0,9,0.008037423,375398,4684527
275,steven_wilson,1,10,1,82,74,242,6,1017,53,69,0,7,0.620016086,410670,5185320
276,aaronramon,1,10,91,84,89,102,6,1017,73,82,10.7,17,0.951526036,62176,8238904
276,albud1962,1,10,100,48,95,49,24,1023,45,46,27.7,7,0.616010495,134167,2066688
276,ccarrollc1,2,10,23,76,73,184,9,1030,51,61,0,19,0.951285602,571552,8251399
276,danbeaupre,1,10,100,59,87,135,8,1019,52,56,0.9,8,0.025433885,62306,4908210
276,fishesoftexas,8,10,100,66.75,73.375,81.625,12.25,1016,47.875,55.75,7.0625,10,0.627786864,10601,2112633
276,genebem,2,10,0,78,50,176,17,1017,48,70,0,10,0.70707802,43801,907815.5
276,lc13318,1,10,67,73,88,249,5,1017,62,67,0.2,5,0.026901118,340870,4465130
276,mayra-07,1,10,40,65,79,142,14,1024,50,57,0,10,0.91156577,638166,8892113
276,quiggifur,2,10,27,79,67,291,5,1017,57,65,0,10,0.020437981,505122,6565920
276,scrabtree,1,10,14,77,74,167,7,1028,59,70,0,19,0.950722857,599865,8303861
277,aaronramon,2,10,45,85,79,99,9,1021,69,81,0,9,0.983435414,62176,8255794.5
277,butterflies4fun,1,10,59,52,78,125,7,1013,38,45,0.1,9,0.517654703,73807,2088656
277,dandj,2,10,83,58,86,232,4,1017,53,55,4.6,7,0.067899516,292196,4261292.5
277,dwalc400,1,10,20,59,74,295,8,1026,45,54,0,8,0.99013573,492264,8261546
277,evansm19,1,10,82,85,87,215,4,1014,72,81,3.4,6,0.065908566,312781,4260887
277,josh__duncan,1,10,98,65,92,225,4,1017,56,58,2.4,8,0.067261275,303792,4261086
277,nv_multispeciesfishing,2,10,1,77,70,69,11,1028,58,70,0,10,0.98438804,535133,8258320
277,pmk00001,1,10,100,61,95,31,21,1021,56,57,2.7,8,0.527522542,204678,5500235
277,sarahroberts,6,10,76.33333333,72,73.83333333,137.6666667,12,1017.166667,49.83333333,58.66666667,0.4,7.833333333,0.511290879,38701,2084481.5
277,txfishes,1,10,22,82,61,142,12,1016,51,67,0,10,0.536347317,91209,8179939
278,cullen,1,10,40,82,82,239,8,1017,62,69,2.6,9,0.006290185,2281,420697
278,fishesoftexas,5,10,77,74,73,191,9,1020,51,60,0,10,0.408489072,10601,2114179.4
278,frsimkins,1,10,43,58,71,266,18,1019,48,57,0,10,0.998833238,224831,8269752
278,mfria631,1,10,24,84,63,142,4,1020,62,79,0,10,0.998876746,318214,8294208
278,sarahroberts,1,10,77,74,73,191,9,1020,51,60,0,10,0.397453242,38701,2084379
279,abr,1,10,0,59,27,90,8,1020,15,48,0,10,0.980655702,19435,8402557
279,benzintr,1,10,67,73,70,58,3,1018,44,59,0.1,8,0.312665048,79060,2082483
279,kylefitzroy,1,10,50,70,84,35,5,1025,54,60,0.2,7,0.194976397,165609,4280621
279,toby,1,10,14,79,49,349,15,1017,44,66,0,10,0.037844497,2098,420203
279,tomski99,1,10,51,59,83,139,10,1019,46,51,5.7,9,0.029299612,390442,4948767
280,brandon58,1,10,22,65,77,106,10,1022,50,58,0.1,9,0.214161608,291874,4283136
280,cschalk86,6,10,30,86,76,203,3,1008,67,78,0,10,0.947044876,7000,8298445.167
280,fishesoftexas,5,10,34,81,67,112,8,1009,59,73,0,10,0.936829853,10601,8385440.8
280,haida_gwaii,1,10,92,49,92,233,8,1015,46,48,9.1,8,0.944863381,705929,9678475
280,matt1313,1,10,45,54,81,257,13,1015,46,51,1.8,10,0.942891273,501171,8302490
280,mikepatterson,2,10,95,59,92,177,11,1017,53,56,10.3,8,0.267959713,15366,4287249
280,quiggifur,19,10,50.05263158,72.15789474,74.78947368,229.4736842,10.84210526,1007.894737,58.52631579,68.15789474,0,10,0.948833715,505122,8308445.474
280,spinsheet,1,10,43,78,75,184,6,1016,57,67,0,9,0.945301337,36569,8315880
281,aaronramon,1,10,0,86,54,233,6,1006,54,73,0,10,0.888830759,62176,8325570
281,aray81397,1,10,71,35,81,319,9,1016,25,31,1.5,9,0.875623749,668273,8460055
281,brianw,1,10,15,81,79,203,10,1017,60,68,0,8,0.163318363,33892,2087223
281,codyhough,1,10,4,56,35,270,21,1007,18,46,0,10,0.873375725,2136,8323534
281,faerthen,1,10,2,73,41,251,6,1011,28,59,0,10,0.998111104,4918,1024365
281,geodani,1,10,23,77,67,69,5,1019,47,67,0,10,0.349131619,19971,4315358
281,jwn7882,1,10,0,91,43,170,5,1006,55,81,0,10,0.886582175,312832,8332819
281,mountainyoda,1,10,30,57,43,183,15,1004,23,46,3.7,9,0.871592174,588299,8327347
281,nowcolorado,2,10,64,87,53,107,8,1017,56,76,0,10,0.19668024,16534,2086131.5
281,nv_multispeciesfishing,1,10,18,83,71,176,6,1019,61,73,0,10,0.157238743,535133,7095553
281,quiggifur,25,10,81,70,87,76,7,1007,63,68,0,10,0.887637121,505122,8314725.44
281,ruggedbynature,1,10,99,83,82,187,7,1015,71,82,0,10,0.885641922,315502,8318134
282,bramirez,1,10,13,89,60,49,15,1021,60,77,0,10,0.460022473,322745,4298759
282,brandon58,1,10,95,67,95,97,5,1019,60,61,10.7,4,0.397166934,291874,4294844
282,cpavlisich,1,10,51,50,57,302,11,1018,32,47,0,10,0.822248029,548171,8325759
282,madcap3693,1,10,72,66,88,199,9,1018,52,56,5.1,7,0.464841726,135019,6143249
282,megan116,1,10,0,61,64,346,14,1017,43,56,0,10,0.861217566,406607,8320228
282,stevebrennan,3,10,12,88,64,28,16,1020,63,79,0,10,0.44214164,121245,4333079
282,team_dk,2,10,2,83,67,166,10,1009,56,70,0,10,0.784674332,130598,8416627.5
283,billarbon,1,10,19,86,76,153,11,1015,62,73,0,8,0.385121138,542677,7746586
283,brimbles2,1,10,0,79,41,240,15,1021,37,67,0,10,0.547978718,77693,4305424
283,ccarrollc1,2,10,76,73,86,55,4,1019,62,68,0,7,0.699999718,571552,8351177
283,ebio327_fish15,3,10,36,89,72,138,8,1018,65,78,0,7,0.044829853,152507,2379434.667
283,fishesoftexas,3,10,53,90,81,191,11,1014,71,83,0.9,7,0.924088805,10601,1023066.667
283,fordnat,1,10,78,82,88,162,8,1018,75,85,8,8,0.682887346,474106,8460386
283,jeffmci9,2,10,37,87,82,182,9,1007,70,81,0,10,0.771844559,435598,8336921
283,lewand,1,10,4,68,54,248,8,1023,35,52,0,10,0.039243101,113338,2494060
283,matt82,1,10,0,58,60,347,22,1023,36,51,0,10,0.555394542,289985,4305283
283,rosiehoward,1,10,22,60,29,140,9,1017,13,45,0,10,0.690637266,618272,8358603
283,tbirdlady,1,10,94,65,96,103,10,1018,61,62,1.2,10,0.675161072,620851,8352166
283,tortuga_rapido,4,10,8,59,63,346,13,1028,40,53,0,10,0.553744818,10162,4309328.75
284,fishesoftexas,17,10,55.82352941,76.82352941,88.52941176,289.7647059,9.117647059,1014.941176,68.17647059,74.58823529,7.876470588,8.882352941,0.875450021,10601,1023262.235
284,heteromyid,1,10,26,71,69,2,6,1020,54,65,0,10,0.583961182,31793,8433069
284,israel__rodriguez,3,10,13,73,63,9,7,1020,50,64,0,10,0.564299396,608600,8659304.667
284,sarah385,1,10,71,60,82,313,9,1021,45,51,0,10,0.564064488,593963,8365633
285,beeboy,1,10,25,59,46,238,3,1029,30,45,0,10,0.771494199,13355,4330334
285,ctracey,1,10,47,74,84,100,9,1020,57,63,0,9,0.588903036,2370,428195
285,fishesoftexas,5,10,36.2,80.4,79.4,217,9,1013,61.8,73.4,0.82,8.2,0.793394892,10601,1023366.8
285,kgardner,1,10,67,71,86,149,4,1019,59,65,0,5,0.491310412,350861,8373604
285,txfishes,1,10,13,80,69,192,13,1011,56,69,1.7,10,0.800213108,91209,8179950
285,umpquamatt,1,10,33,75,72,46,4,1022,40,58,0,8,0.769282138,416993,5462938
286,frsimkins,2,10,83,59,87,237,15,1019,54,57,0,10,0.359357595,224831,8387944
286,isaacsfishingcorner,1,10,57,67,85,146,5,1021,53,58,0,10,0.365295018,379756,8400454
286,jeffmci9,27,10,23.66666667,84.03703704,77.2962963,181.037037,6.962962963,1017,64.77777778,74.81481481,0,9.592592593,0.357908728,435598,8407173.704
286,jott5,1,10,48,70,81,175,13,1019,53,60,0,10,0.343034719,532579,8417975
286,leightonreid,2,10,0,57,52,230,17,1018,30,47,0,10,0.363092386,265174,8435507
286,tfandre,1,10,38,86,70,192,14,1016,65,77,0.3,9,0.841593663,269263,4353014
286,tortuga_rapido,5,10,16,77,64,188,21,1019,50,66,0,10,0.840780471,10162,4375458.8
287,bosqueaaron,1,10,14,87,74,182,12,1016,67,79,0,10,0.265668526,112578,8479239
287,cohen,3,10,60,84,85,169,9,1017,71,80,0,9.333333333,0.252806466,10505,8407566.333
287,cullen,1,10,73,85,89,166,13,1016,72,81,12.6,9,0.796604591,2281,430682
287,gonoll,1,10,22,87,70,77,14,1018,67,82,0,10,0.241689998,633884,8430929
287,jott5,3,10,43,83,69,195,14,1014,60,73,0,10,0.242258926,532579,8418034
287,jtdriver,1,10,25,52,59,286,13,1020,27,46,0,10,0.874070582,294872,4337153
287,kathawk,1,10,30,52,58,276,3,1032,32,46,0,10,0.259264862,300278,8435779
287,kelshorn,1,10,74,85,85,155,7,1017,72,82,0,8,0.272751117,37903,8398400
287,madcap3693,2,10,93,60,89,256,9,1022,49,53,0,8,0.287632888,135019,8519039
287,meen,1,10,14,40,85,11,9,1033,35,37,0,10,0.897891328,371169,4593715
287,mrfish33,1,10,67,48,82,52,5,1023,41,47,20.2,10,0.336660145,35478,8410084
287,quiggifur,2,10,35,85,78,68,10,1019,69,82,0,9,0.285273091,505122,8398617.5
287,sara39,1,10,14,90,70,192,13,1015,66,81,0,10,0.253381722,105479,8414425
288,barrierislandnaturalist,1,10,48,82,68,69,9,1022,61,74,0,10,0.968706223,54550,4366968
288,haida_gwaii,1,10,0,65,67,330,6,1026,45,56,0,10,0.167488475,705929,9496585
288,isaacsfishingcorner,4,10,57,68,82,317,18,1018,56,63,0,10,0.172650418,379756,8429402.75
288,johngrego,2,10,42,81,83,220,3,1020,63,71,0,10,0.182035099,208854,8417272.5
288,jon_sullivan,1,10,7,71,74,105,13,1004,45,55,0,9,0.607590166,1115,947365
288,madcap3693,1,10,100,58,96,179,16,1009,55,56,2.7,7,0.196693902,135019,8519105
288,pmk00001,1,10,41,65,68,348,22,1026,48,58,0,10,0.964196032,204678,5539076
289,flabellare223,1,10,48,59,75,169,16,1021,39,46,0,10,0.983854595,359145,4450504
289,quiggifur,1,10,63,73,84,159,4,1026,56,64,0.3,10,0.997904522,505122,6565927
289,rpshane,1,10,38,68,84,130,5,1027,47,52,0,8,0.995452046,109334,4372305
290,aaronramon,1,10,0,77,51,71,5,1023,45,66,0,10,0.043361814,62176,8444053
290,ceph0761,1,10,37,89,73,184,23,1012,67,80,0,10,0.993113355,321420,4377444
290,fishhunter,1,10,43,65,48,222,6,1019,33,52,0,10,0.210907948,300103,4003301
290,frsimkins,1,10,7,61,74,241,14,1018,44,53,0,10,0.051210763,224831,8440454
290,jonathanpecero,1,10,0,72,57,54,8,1024,43,59,0,10,0.041243508,615332,8838833
290,ncmacs,1,10,0,62,48,325,11,1023,33,53,0,10,0.196092982,143771,2163359
290,rpshane,3,02,16,61.33333333,68.66666667,286.3333333,12.33333333,1021.666667,39,52.33333333,0,9,0.46143601,109334,2937000.333
291,aaronramon,5,08,18.8,80.6,63.8,180,7,1018.8,50,65.4,0,10,0.205466433,62176,7653891.4
291,kimberlietx,1,10,2,78,52,177,11,1019,44,64,0,10,0.012772119,127188,8858651
291,mscherr,1,10,82,68,87,166,5,1012,57,62,2.2,8,0.957284487,323110,4441361
291,naturalist,1,10,68,53,81,131,6,1024,46,49,8.4,9,0.957910356,2479,4384724
